id,text_lower,label,matched_word
1585661907205234691,are you oky?? @twittersupport @twitter\ni'm not sure.\nwtf suspended account @black_reward \nthis account stands against the oppression of the dirty government of iran and you...\nreturn the account to its owners.\n\n#mahsaamini\n#iran https://t.co/e5sli8lcjc,1,twittersupport @twitter\ni'm not sure.\nwtf suspend
1576768414390943744,"latest crp report as of october 2, 2022 | 5:00 pm et. details in my blogpost below. #iran #iraq #lebanon #kurdistan https://t.co/nyoapcytx5",0,"report as of october 2, 2022 | 5:00 pm et. details in my blogpost"
1588877347721052161,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you ❤️🙏🏼\n#mahsaamini\n#مهسا_امینی",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend"
1573058059680743435,#مهسا_امینی \nthey are blocking our access to the internet! after hours we can tweet! we are fighting. we want our country and freedom back. #opiran #mahsaamini,0,blocking our access to the internet! after hours we can tweet
1585284558282530816,"an auditable #anonymous user #authentication protocol based on #blockchain for #cloud services, @computersociety trans #cloudcomputing https://t.co/cjhb9lrmca @utsaresearch #cybersecurity #crypto #privacy #dlt",0,user #authentication protocol based on #block
1597995562556538880,"we picked up fluctuations on 25 and 29 november, so the moderate #tremor in southern #iran could be precursor activity. see also the respective previous posts. #earthquake https://t.co/nghhcduxs1",0,moderate #tremor in southern #iran could be precursor activity. see also the respective previous post
1608832925507923972,"if you need help with recovering any hacked or suspended  account, mails, tiktok, snapchat, instagram #instagram #account #needhelp #suspendaccount #help #mail #tiktok #snapchat #hack #suspended",1,suspended  account
1597682303190282242,the world cup in qatar is one of the most controversial in fifa's history. the fifa ban on players wearing the 'onelove' armband has been a major point of contention during the tournament so far.@petertatchell https://t.co/tzajqdaxo0 #irnusa #iran vs #usa #waleng,0, ban on players wearing the 'onelove' armband has been a major point of content
1603100525410816001,"necessary, though not adequate!\nwe expect you:\n🔴1- to expel the former/current islamic republic officials residing in your country!\n🔴2- to freeze bank accounts of these iri officials!\n🔴3- to enforce an entry ban on any former/current iri official.\n#iranrevolution2022 https://t.co/14mxx0uroh",0,accounts of these iri officials!\n🔴3- to enforce an entry ban
1587452494031962112,".@washingtonpost: iran's regime is going after schoolchildren.\n""many families fear sending their children to school, afraid they could be surveilled, beaten, detained or disappeared""\n@jakesullivan46 @secblinken @sfrcdems @houseforeign @houseforeigngop #mahsaamini @senateforeign https://t.co/1cg2fsenbt",0,"post: iran's regime is going after schoolchildren.\n""many families fear sending their children to school, afraid"
1573005727744098308,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n949,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1573092634729627657,"iranian authorities have created a snitch line on telegram to identify and harm protestors. and while this has been reported to @telegram, the channel and account remains active with +10k subs.\n\nthis has been reported. no action has been taken. real harm is being done\n#مهسا_امینی https://t.co/pdsceehtpx",1,"reported to @telegram, the channel and account"
1590673613673226240,"#iran has produced its first hypersonic ballistic missile, the state-run islamic republic news agency reported.:@httweets",0,reported.:@httweet
1572243740458192897,just uploaded a contract for anonymous communication.\nif you use it you are only known by your wallet address and nothing else. it costs 0.01 bnb to apply to be a user. you can write in this contract and everyone can read it on the blockchain.\n#crypto #anonymous,0,user. you can write in this contract and everyone can read it on the block
1584022410331754496,"every iranian with a platform is either getting their accounts suspended, reported, or suppressed. #iranprotests #iranrevolution #mahsaamini",1,accounts suspend
1610650333805686787,"نه\nd\niranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution",0,blocks the data disruption is at its highest and mobile internet has been cut off for many user
1588166749014601728,"what is going on with tweeter in last 20 minutes it clicked me out of my account and asked for login and unblocking, authenticating? @twittersupport @elonmusk seriously,i thought we are having freedom of speech here and can help the iran revolution. #مهسا_امینی #اعتصابات_سراسری",1,tweeter in last 20 minutes it clicked me out of my account and asked for login and unblock
1603281510282371072,"twitter, .@twitter, you have wrongly suspended the accounts @freegazaorg &amp; @stanleycohenlaw.  \nstop singling out rights defenders who advocate 4 #palestine! restore the accounts!\n\nstop the unjust censorship &amp; unwarranted\npunitive actions!\n.@repmaloney \n.@scottpeterssd \n#anonymous https://t.co/9ajsg2oug1",1,"twitter, .@twitter, you have wrongly suspend"
1599716867886567429,market and #bazaar is reported to be on strike in at least 19 cities up to the moment this tweet was issued about three hours ago\n\n#opiran \n#iranrevolution2022 \n#mahsaamini‌ https://t.co/1ckdppvlrp,0,reported to be on strike in at least 19 cities up to the moment this tweet
1608217598096818176,"if you need help with recovering any hacked or suspended  account, mails, tiktok, snapchat, instagram #instagram #account #needhelp #suspendaccount #help #mail #tiktok #snapchat #hack #suspended",1,suspended  account
1589071148448632835,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend"
1577559413359083520,#مهسا_امینی #اعتصابات_سراسری #opiran \ndo sth. for iranians\nkick out  the diplomats and relatives of the bloodthirsty regime of the islamic republic of iran and block their bank accounts.any negotiation with the islamic republic is tantamount to enmity with the people of iran. https://t.co/06ni4b0q7v,0,block their bank account
1585287427152703488,oooooh..no!😒this content is not available in your location.\n\na #blinkvpn ⚡️can help you bypass geo-blocking.\n\n👉👉find out more at https://t.co/glh6tranya\n\n#vpn #unblock #bypass #geoblocking #restricted #network #sites #websites #internet https://t.co/jjkc0lgi71,1,content is not available in your location.\n\na #blinkvpn ⚡️can help you bypass geo-block
1589432926231760896,sign👇to ban this misogynistic terrorist who ordered the rape &amp; murder of 1000s iranian girls #nikashahkarami #sarinaesmaeilzadeh he has accounts in multiple languages but bans twitter &amp; internet for iranians #iranrevolution #mahsaamini #womanlifefreedom\n\nhttps://t.co/ewewukq97j,1,ban this misogynistic terrorist who ordered the rape &amp; murder of 1000s iranian girls #nikashahkarami #sarinaesmaeilzadeh he has account
1610743642091552795,"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution",0,blocks the data disruption is at its highest and mobile internet has been cut off for many user
1573280717689483264,target🚨\n\nreport and block @sabreen_news !!\n\nincitement to hatred / hateful content.\n\n#anonymous,1,report and block @sabreen_news !!\n\nincitement to hatred / hateful content
1599802809561382927,why did the member of #iranlobby team and so called journalist @negarmortazavi deleted her tweet on #moralitypolice ! is the real #journalist in west finally catching up with her lies? \n#iranrevolution https://t.co/xqyfgfazwi,1,deleted her tweet
1610634894149038080,"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution",0,blocks the data disruption is at its highest and mobile internet has been cut off for many user
1578473777750454272,"the western media finally acknowledged what’s going on in iran . major news outlets like cnn &amp; washington post put out reports, it’s thanks to our retweets, our protest here, our conversation matter. keep talking! #iranprotests2022 #iranianlivesmatter #cnn #washingtonpost",0,post put out report
1612140847449124865,".@instagram, #irgcterrorists reported my comments, &amp; you restricted my account! the judges who are ordering the execution of innocent people are gonna be punished with or without my comment. stay on the right side of history. #womenlifefreedom \n#mahsaamini",1,"reported my comments, &amp; you restricted my account"
1577996130142588929,"thank you for this report, meta need to know why iranian chant “ death to khamenehee” so it doesn’t remove the content otherwise meta will be perceived as taking the regime side. this regime can not stay anymore and west need to see it sooner #iranrevolution #مهسا_امینی #opiran https://t.co/esia3mkiom",1,"report, meta need to know why iranian chant “ death to khamenehee” so it doesn’t remove the content"
1572508535514361856,"hi #nftcommumity \nif you don't hear from us later, know that the gov  have blocked our access to the internet  so that we can't send our voice to the world\n#mahsaamin  #مهسا_امینی\n#tntnft #artistontwitter https://t.co/k1lku1uqhf",0,blocked our access to the internet  so that we can't send our voice to the world\n#mahsaamin  #مهسا_امینی\n#tntnft #artistontwitter
1601079240191279107,"hey, @elonmusk i feel like my starlink speed has been shadowbanned from 6-11 pm.  can you work on this issue instead of twitter tomorrow?  #starlink",0,shadowbanned
1574380524960882689,content analysis:\nthis article scores 71/100. the complete report can be viewed here: https://t.co/4iwt7zwtuk\n(i'm a bot)\n\n#update #mahsaamini #iranian #university https://t.co/blt3hwklbb,0,content analysis:\nthis article scores 71/100. the complete report
1589633293162803200,"it's enough!  mr. @elonmusk, ban twitter for criminal khamenei.\n if he does not allow the people to use this platform, why do you allow him to use this platform?\n#مهسا_امینی\nسی و نه",1, ban twitter
1583914861934919685,"amed dicle di twitter: ""#turkish army carried out yet another attack against southern #kurdistan, northern iraq on tuesday.\n\naccording to reports from the ground, turkish armed unmanned aerial vehicles have bombed the khanasor town of #shengal today noon… https://t.co/hxoiftymxm",0,"twitter: ""#turkish army carried out yet another attack against southern #kurdistan, northern iraq on tuesday.\n\naccording to report"
1599271182146367490,"to #hack or recover your account dm now #digitalhealth #health #datascience\n#python #snapchat #cloud #whatsapp #flutter #serverless #neuralnetwork #blockchain #nlp #publichealth #bigdata\n#gmailhecked #100daysofcode #lot, #startup #statistics #data #analytig #automation.",1,account dm now #digitalhealth #health #datascience\n#python #snapchat #cloud #whatsapp #flutter #serverless #neuralnetwork #block
1611401743685795862,unlock your ban or hacked twitter \nslide my dm now #twiter #hacking #hacking #hacked #hacker #hack #twitterfiles2 #twittergate&lt;&lt;dm,1, ban or hacked twitter
1589914451502776320,dear @twitter @twittersupport @elonmusk\nwe iranians are in a revolutionary situation and one us is\n@iam_papillonnnn\nhe got suspended after releasing information about one of bbc farsi members.\nif you know the dark propaganda of irgc you will understand\nbring him back\n#opiran,1,twitter @twittersupport @elonmusk\nwe iranians are in a revolutionary situation and one us is\n@iam_papillonnnn\nhe got suspend
1578139113512919042,".@sima_sabet: #shervinhajipour the singer of the mega hit song which used people’s comments with #mahsa_amini’s hashtag in farsi(#مهسا_امینی), got arrested by security forces &amp; his video is deleted from his account \nhttps://t.co/rjfzglkcnh",1,deleted from his account
1572887877515902978,meta has removed a large number of\nvideos from its instagram page that were\nrelated to the protests in #iran meta has\nalso prevented the publication of new\nposts and videos.\n\n#metaverse\n#facebook\n#mahsaamini \n#مهسا_امینی,1,removed a large number of\nvideos from its instagram page that were\nrelated to the protests in #iran meta has\nalso prevented the publication of new\npost
1601575963631968256,#icymi: read #memri analysis of #balochistan as a strategic outpost for countering the islamic republic of #iran – audio of report here https://t.co/zexkltuidv https://t.co/0sd3xdrvax,0,post for countering the islamic republic of #iran – audio of report
1589186456270012417,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید \nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you ❤️🙏🏼\n#mahsaamini\n#مهسا_امینی",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید \nplease permanently suspend"
1572957519638630407,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n\n793,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1600072922713845763,"hossein jalali, iran parliament member: bank accounts of women not wearing hijab properly will be blocked soon. \nthe ir lacks enough oppressing forces, so it comes up with new tactics to put pressure on women.\n#مهسا_امینی \n#mahsaamini\n#iranrevoiution https://t.co/zpx6bv5wru",0,accounts of women not wearing hijab properly will be block
1597364077512491010,the armenian (#orthodox) apostolic church of iran has  expressed its full support for the khomeinist regime by denouncing protestors as rioters and stating that the church will be loyal to the  the regime.\n\nin syria they did the same by supporting bashar.\n\n#iranrevolution https://t.co/j0ejgzdzev,0,dox) apost
1592311049398935552,i don’t know why my likes are being removed immediately after liking!!!! and i have to like it again sometimes 3-4 times for a post. \n\nit’s been happening many many times in past 2 months of #iranrevolution2022 \n\n#قدرت_مردم_متحد \n\n@elonmusk,1,removed immediately after liking!!!! and i have to like it again sometimes 3-4 times for a post
1573006834948263937,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n997,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1572960558282059776,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n837,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1600236795400056832,"to #hack or recover your account dm now #digitalhealth #health #datascience\n#python #snapchat #cloud #whatsapp #flutter #serverless #neuralnetwork #blockchain #nlp #publichealth #bigdata\n#gmailhecked #100daysofcode #lot, #startup #statistics #data #analytig #automation",1,account dm now #digitalhealth #health #datascience\n#python #snapchat #cloud #whatsapp #flutter #serverless #neuralnetwork #block
1584103625403441153,hey @twitter. why is @hengawo shadowbanned from the search suggestion field? why do you shadowban accounts that are covering the crimes of the islamic republic? \n\n#مهسا_امینی\n#iranrevolution https://t.co/5o1ww9gijf,1,shadowbanned
1588992107062390784,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you.\n#مهسا_امینی",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\nplease permanently suspend"
1600265499488968704,#farnazfassihi is feedeeng the #iri propaganda news to @nytimes readers. she cowrote two articles for the @nytimes claiming #iranianregime is abolishing the #moralitypolice. \n\nthe iranian officials have denied the news and @nytimes have not deleted the articles. \n#mahsaamini https://t.co/tfu5wjcupt,0,delete
1592757125775855621,"⚡ moderate internet #outage detected: #starlink in #ontario #canada since 12:40 am, impacting #toronto\n\n🇨🇦 live map and analysis\n👉 https://t.co/fcwxcvhxqz\n\nretweet if down for you too\n#starlinkdown #starlinkoutage #nointernet #night",0,"moderate internet #outage detected: #starlink in #ontario #canada since 12:40 am, impacting #toronto\n\n🇨🇦 live map and analysis\n👉 https://t.co/fcwxcvhxqz\n\nretweet"
1585795113459994624,hey @elonmusk now you are in charge at  @twitter can you provide a hashflag for #mahsaamini and #مهسا_امینی please? oh and ban that murderous criminal @khamenei_ir https://t.co/r8a93j4lzr,1,twitter can you provide a hashflag for #mahsaamini and #مهسا_امینی please? oh and ban 
1583764029692350464,"exposed!\nsharmineh narwani whom i had never heard of,had blocked me on twitter. \nwe are informed that she has a canadian passport.\nshe has also called for  massacre against #iranians in #zahedan.\nhow many islamic republic agents&amp;apologysts exported to canada?\n#iranrevolution2022 https://t.co/uc4z3qgceb",1,blocked me on twitter
1581343674679496704,"everyday we are witnessing many sexual harassments, abduction, beating and murdering videos of islamic regime forces and international organizations don't have any reaction. what are excatly their roles?\n#iranrevolution \n#مهسا_امینی\n https://t.co/yi0ag8olxa",0,harassment
1610655942663700482,"iranians’ are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt’s atrocities are over, it’s a false notion\n\n#iranrevolution",0,blocks the data disruption is at its highest and mobile internet has been cut off for many user
1572889677551763456,"people in iran cannot connect to @whatsapp and @instagram. some reported that even outside of iran, whatsapp accounts on iranian phone numbers do not work.\n@meta you need to explain the situation.\n\n#mahsaamini \n#مهسا_امینی",1,"reported that even outside of iran, whatsapp account"
1596201501600481286,"ramin rezaeian scored #iran’s second goal against #wales. he’s now deleted this post, initially shared after the game. the caption said: “i really didn’t know whether to laugh or to shed tears. i love the people of iran from the bottom of my heart, you deserve the very best” https://t.co/gyxocbhprq",1,deleted this post
1589723439149256704,for freedom #mahsaamini #tomaj_salehi  #مهسا_امینی \nelon musk: ban ayatollah khamenei from twitter - sign the petition! https://t.co/lu3uqvkvsn via @change,1, ban ayatollah khamenei from twitter
1601245706945433600,"they hate monarchists so much that when they received a message on #mohsen_shekari on october 31st, they just blocked that person. nobody heard about him because those who have a voice block us! @pahlavireza #mahsaamini @cnn @bbcworld @euronews @voanews @washingtonpost @nytimes https://t.co/tykdhcisip",1,blocked that person. nobody heard about him because those who have a voice block us! @pahlavireza #mahsaamini @cnn @bbcworld @euronews @voanews @washingtonpost
1600391124778381318,"a parliament member unveiled the alternative plan of #moral_police and said: if anyone does not pay attention to the #hijab reminder and warning, her bank accounts will be blocked.\n\n#مهسا_امینی https://t.co/3bvhmghkfm",0,accounts will be block
1573710509462982657,"the popular video game @clashofclans is the latest app to be blocked by the islamic republic amid #iranprotests2022, following @skype, @whatsapp, @instagram &amp; @linkedin. \nother social media apps like @twitter, @facebook and @telegram are already blocked in iran.\n\n#internetshudown",0,"blocked by the islamic republic amid #iranprotests2022, following @skype, @whatsapp, @instagram &amp; @linkedin. \nother social media apps like @twitter"
1575601940930924544,"shervin hajipour the singer of the mega hit song which used people’s comments with #mahsa_amini’s hashtag in farsi(#مهسا_امینی), got arrested by security forces &amp; his video is deleted from his account",1,deleted from his account
1577532106380550148,#مهسا_امینی #اعتصابات_سراسری #opiran \ndo sth. for iranians\nkick out  the diplomats and relatives of the bloodthirsty regime of the islamic republic of iran and block their bank accounts.any negotiation with the islamic republic is tantamount to enmity with the people of iran. https://t.co/sy3ouoxrif,0,block their bank account
1588254226244771840,hey @twittersupport @twittercreators @verified @twitter what is this terrorist organization doing in your platform? please remove this irgc account for this platform. thanks. #mahsaamini #slavaukraine #iranrevolution,1,twittersupport @twittercreators @verified @twitter what is this terrorist organization doing in your platform? please remove
1602290368170672128,i hope for a much better packet! europe + all other western countries must block all bank accounts from every one of this regime of murderers.\n#majidreza_rahnvard \n#mahsaamini https://t.co/0ez3rli4kp,0,block all bank account
1610735934760157206,"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution",0,blocks the data disruption is at its highest and mobile internet has been cut off for many user
1585635382418632704,"my message as a protester and an iranian to dear @elonmusk, please, please, please suspend and ban the accounts related to the islamic republic and give a hashflag for #مهسا_امینی hashtag.thank you sir . @twitter \n#mahsaamini",1,suspend and ban the account
1599112765326888961,[bug] task monitor does not remove the sql host graph after v-delete-database-host https://t.co/ljo6mbx0t6 #github #shell #php #smarty #javascript #css #html #c++ #hack,0,delete
1571400973959970816,we suggest to @twitter to remove this ugly face @khamenei_fa from twitter who has killed thousands of innocent people not only in the middle east but in the whole world and still does not stop committing crimes at the age of 83.\n#mahsaamini \n#مهسا_امینی https://t.co/lcszcwl61g,1,twitter to remove
1576859709700820994,content analysis:\nthis article scores 81/100. the complete report can be viewed here: https://t.co/zcw954kmlt\n(i'm a bot)\n\n#tehran #chaos https://t.co/68gblyctcg,0,content analysis:\nthis article scores 81/100. the complete report
1572909992738447360,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n204,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1619330788281184257,"do you want to access your partner's calls, text messages and deleted conversations on any social media account without he or she noticing. also hack any account or recover stolen funds including stolen crypto coins #snapchat #hacked #snapchatsupport #stolencoins #snapchat #hack",1,deleted conversations on any social media account
1611361920438915074,"iranians’ are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt’s atrocities are over, it’s a false notion.\n#iranrevolution \nنه",0,blocks the data disruption is at its highest and mobile internet has been cut off for many user
1572938959344513026,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n526,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1575766712385142789,hi @twittersupport  @twittersafety : \nyou've suspended @donyarad ’s account when she is being targeted by iran’s totalitarian regime. are you working for irgc?\n\n#mahsaamini \n#iranrevolution https://t.co/29dd9gixxv,1,twittersupport  @twittersafety : \nyou've suspend
1572895421252263936,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n45,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1589254361745543168,"hello @twittersupport @twitter\nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n#mahsaamini\n#مهسا_امینی",1,"twittersupport @twitter\nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend"
1601662085762813952,"#iran is imposing death penalties to those involved in #antihijabprotests, including by social media posts. at least 28 people  are at risk of execution, @amnesty reports. https://t.co/afqc7owy3l",1,"posts. at least 28 people  are at risk of execution, @amnesty report"
1572936653534302208,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n495,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1610803153343221761,"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution",0,blocks the data disruption is at its highest and mobile internet has been cut off for many user
1610236553271431172,dm me now on how to recover trust wallet phrase and coinbase account recovery#trustwallet #bnb #cyber #recoveryphrase #hacked #crypto  #cryptonews #btc #anonymous  #nfthack #stolencoins #snapchat#igotbanned #ilostmyaccount #accountsuspended #igotlockedout,0,account recovery#trustwallet #bnb #cyber #recoveryphrase #hacked #crypto  #cryptonews #btc #anonymous  #nfthack #stolencoins #snapchat#igotbanned #ilostmyaccount #accountsuspend
1618387426799661056,"inbox us, if you need our hacking services.\nwe are available 24/7\ninbox and smile again\n#hacked #facebookdown #whatspp #hackedinstagram #twitterdown  #lockedaccount #metamask #ransomware #bnb hat #hack #suspended",1,twitterdown  #lockedaccount #metamask #ransomware #bnb hat #hack #suspend
1573077795516960768,"shame on @whatsapp &amp; @meta\n\nthey killing us !\nthey disable internet here !\nbe our voice help us, don't delete us !\n\n#mahsaamin \n#مهسا_امینی \n#opiran https://t.co/6doaxmbzhd",1,delete
1602010774452453378,"if you need help with recovering any hacked or suspended  account, mails, tiktok, snapchat, instagram #instagram #account #needhelp #suspendaccount #help #mail #tiktok #snapchat #hack #suspended \n🎩",1,suspended  account
1572906362211819524,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n154,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1589264784670982145,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you 🙏❤️\n\n#mahsaamini\n#مهسا_امینی",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend"
1575918679010820110,"shervin hajipour the singer of the mega hit song which used people’s comments with #mahsa_amini’s hashtag in farsi(#مهسا_امینی), got arrested by security forces &amp; his video is deleted from his account\n#opiran",1,deleted from his account
1612524070083387412,the european union should cooperate with the people of iran and put the islamic revolutionary guard corps on the list of world terrorists and expel its ambassadors and block their accounts.\n#irgcterrorists\n#mahsaamini,0,block their account
1580565255167836161,"we also removed it, please retweet so that everybody sees this message.\n#مهسا_امینی \n#opiran \n#اعتصابات_سراسری https://t.co/2vzt9icz1l",1,"removed it, please retweet"
1600349210771353600,"a court in #iran asked banks to block accounts of business owners who joined the 3-day nationwide strikes. in response, bank employees resigned. \n#mahsaamini #iranrevolution https://t.co/oaasvt46j7",0,block account
1572917836229607426,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\n322,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
1600473376870793219,"blocking bank accounts of women who refuse to wear a hijab. #iran, start using #bitcoin",0,blocking bank account
1594454560097067009,"irna reported that when ghaziani was arrested\n\nlast night, in a post he published, he wrote, ""maybe this will be my last post.""\n#هنگامه_قاضیانی \n#مهسا_امینی\n\nthese leftist gonna need confirmation from the islamic republic to believe this one. fuxk them all 🖕🇮🇷 #freeiran https://t.co/qfou3dfu8z",0,"reported that when ghaziani was arrested\n\nlast night, in a post"
1595763162502279168,"14,000 arrested by #iran, children too. homes of protesters raided.\nforces deployed irgc in kurdish areas.\nsexual harassment committed.\nnov. 21 death sentenced given to detainees, 21 others possible.\narrest of lawyers who step forward to defend protesters.\nhttps://t.co/yimvht6lr8 https://t.co/dwaiyw7wc5",0,harassment
1609962485855002624,"influential people like @jordanbpeterson should stop retweeting mek, hated by all #ranians, a globally known and listed terrorist organisation until cla removed them from the list and funded them until very recently.\n#mahsaamini #opiran #womenlifefreedom https://t.co/2q9ptgbtqn",0,"tweeting mek, hated by all #ranians, a globally known and listed terrorist organisation until cla remove"
1573504994787172359,"be executed,"" they chanted.  the twitter account 1500tasvir, which has 117,000 followers, reported heavy \n\n#opiran\n#mahsa_amini\n#mahsaamini\n#iranprotests2022\n#مهسا_امینی\n#مهساامینی",1,"twitter account 1500tasvir, which has 117,000 followers, report"
1574155835269386243,"pro-hizbollah/pro-hamas accounts are so afraid of the day they wake up and see their coffers empty from iranian blood money. \nthese beggars are doing everything to distract the attentions from the main issue.\nwe don't want the islamic regime, it's simple.\n#mahsaamini #مهسا_امینی https://t.co/wca2noikvm",0,accounts are so afraid
1610784503303208962,"iranians are being silenced again. according to @netblocks the data disruption is at its highest and mobile internet has been cut off for many users. the islamic regime wants you to think the protests and the govt's atrocities are over, it's a false notion. #iranrevolution",0,blocks the data disruption is at its highest and mobile internet has been cut off for many user
1589202599751782402,"hello @twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend accounts that use this hashtag for violating twitter rules.\nthank you .\n\n#mahsaamini\n#مهسا_امینی\n\nویروسی**",1,"twittersupport \nmercenaries of the terrorist islamic republic are trending the hashtag ""execute"" with the following farsi text:\nاعدام_کنید\n\nplease permanently suspend"
1572949979421089799,lots of the iranian @whatsapp accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are removed on @instagram \nshame on you @meta\n#opiran \n#مهسا_امینی\nbe our voice when they silenced us\nsay her name\n\n682,1,accounts(start with +98) do not work properly even from abroad.\nlots of the posts related to the current protests in iran are remove
